sseqid	O164	O269	O271	O53B	O56B	O114	O125	O129	O132	O208	O201	O59B	O189	O194	O196	O242	O245	O253	O257	O261	O262	O265	O356	O133	O186	O187	O190	O191	O192	O21	O27	O29	O42	O45	O46	O58B	C135	O101	O104	O106	O107	O108	O109	O110	O111	O137	O141	O142	O145	O149	O152	O155	O159	O161	O169	O170	O171	O172	O173	O174	O175	O176	O177	O185	O202	O218	O230	O235	O236	O237	O251	O254	O266	O359	O363	O365	O47	O76	O83	O84	O85	O86	O89	O90	O92	O93	O96	O97	O98	C171	C174	O100	O131	O134	O138	O139	O140	O143	O157	O158	O167	O184	O193	O198	O20	O207	O264	O273	O276	O277	O293	O352	O355	O357	O360	O361	O362	O41	O81	O87	O99	O285	O195	O246	O249	O39	O54B	O82	O12	O284	O148	O162	O183	O241	O259	O286	O340	C172	O127	O199	O222	O223	O224	O226	O227	O274	O52B	O74	C169	C173	O136	O18	O203	O206	O353	O44	C170	O11	O15	O178	O179	O180	O182	O279	O280	O288	O296	O297	O342	O346	O348	O349	O364	O366	O156	O160	O163	O166	O168	O247	O250	O252	O256	O258	O263	O267	O165	O204	O126	O260	O128	O229	O102	O205	O36	O37	O146	O239	O345	O295	O116	O299	O238	O341	O124	O200	O151	O112	O120	O232	O60B	O150	O121	O122	O123	O144	O147	O154	O181	O228	O234	O240	O26	O275	O278	O28	O298	O343	O344	O347	O350	O351	O354	O367	O368	O43	O55B	O57B	O75	O91	O103	O233	O34	O88	O231	O243	O281	O282	O283	O153	O270	O244	O255	O268	O272	O209	O73	O289	O32	O67	O77	O33	O68	O78	O79	O358	O135	O31	O35	O66	O248	Entry	Entry Name	Protein names	Gene Names	Length	Organism	Organism (ID)	kegg_orthology	category	EC_number	specific_function	broad_class	notes
A0A077FBK5	A0A077FBK5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A0A077FBK5	A0A077FBK5_9PSED	Phosphate acyltransferase (EC 2.3.1.274) (Acyl-ACP phosphotransacylase) (Acyl-[acyl-carrier-protein]--phosphate acyltransferase) (Phosphate-acyl-ACP acyltransferase)	plsX PSAKL28_14900	326	Pseudomonas alkylphenolica	237609	K03621	phosphate acyltransferase	2.3.1.274	plsX; phosphate acyltransferase	Acyltransferase	# composizione trigliceridi
A0A081IEM8	A0A081IEM8	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A0A081IEM8	A0A081IEM8_KLEPN	Alcohol dehydrogenase catalytic domain-containing protein (Aldehyde reductase YahK (EC 1.1.1.2)) (NAD(P)-dependent alcohol dehydrogenase (EC 1.1.-.-)) (Oxidoreductase, zinc-binding dehydrogenase family (EC 1.-.-.-))	yahK BANRA_01866 CP554_22425 FXN67_17235 GJJ01_24335 NCTC13465_05710 Q6294_14575 SAMEA104567804_01374 SAMEA3649733_02437 SAMEA3729652_04665 SAMEA4873632_03530	349	Klebsiella pneumoniae	573	K13979	alcohol dehydrogenase (NADP+)	1.1.1.2	yahK; alcohol dehydrogenase (NADP+) [EC:1.1.1.2]	Alcohol dehydrogenase	NA
A0A081M640	A0A081M640	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A0A081M640	A0A081M640_KLEPN	Phosphate acyltransferase (EC 2.3.1.274) (Acyl-ACP phosphotransacylase) (Acyl-[acyl-carrier-protein]--phosphate acyltransferase) (Phosphate-acyl-ACP acyltransferase)	plsX B5L96_06495 B6I68_23765 BANRA_04893 BL124_00014400 CP554_09470 DM078_09115 DW286_13630 E1814_06565 EAO17_24450 FME62_06235 FXN67_18315 G4V31_09780 GJJ01_02615 GJJ08_016820 GNF00_09810 H3G96_010645 LS45_28075 NCTC11679_03523 NCTC13465_02293 NCTC204_06215 NCTC5047_06894 NCTC5051_03421 NCTC5052_01090 NCTC8849_02350 NCTC9637_04336 SAMEA2273558_05056 SAMEA3499874_00557 SAMEA3499901_03882 SAMEA3515122_00040 SAMEA3538828_01559 SAMEA3649591_01274 SAMEA3720909_01089 SAMEA3729652_03268 SAMEA4364603_00039 SAMEA4873632_00590	386	Klebsiella pneumoniae	573	K03621	phosphate acyltransferase	2.3.1.274	plsX; phosphate acyltransferase	Acyltransferase	# composizione trigliceridi
A0A087FM09	A0A087FM09	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A0A087FM09	A0A087FM09_KLEVA	alcohol dehydrogenase (EC 1.1.1.1)	adhP CWN47_17815 IAP99_12420 NUKP37_10990 QAB22_012675 SAMEA3729809_02086	336	Klebsiella variicola	244366	K13953	Alcohol dehydrogenase	1.1.1.1	adhP; alcohol dehydrogenase, propanol-preferring [EC:1.1.1.1]	Alcohol dehydrogenase	NA
A0A089LAD0	A0A089LAD0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A0A089LAD0	A0A089LAD0_PAEBO	Phosphate acyltransferase (EC 2.3.1.274) (Acyl-ACP phosphotransacylase) (Acyl-[acyl-carrier-protein]--phosphate acyltransferase) (Phosphate-acyl-ACP acyltransferase)	plsX PBOR_16855	329	Paenibacillus borealis	160799	K03621	phosphate acyltransferase	2.3.1.274	plsX; phosphate acyltransferase	Acyltransferase	# composizione trigliceridi
A0A089LFR6	A0A089LFR6	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A0A089LFR6	A0A089LFR6_PAEBO	Dehydrogenase	PBOR_19740	378	Paenibacillus borealis	160799	K00121	Alcohol dehydrogenase	1.1.1.1	frmA, ADH5, adhC; S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase [EC:1.1.1.284 1.1.1.1]	Alcohol dehydrogenase	NA
A0A089M648	A0A089M648	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A0A089M648	A0A089M648_9BACL	Phosphate acyltransferase (EC 2.3.1.274) (Acyl-ACP phosphotransacylase) (Acyl-[acyl-carrier-protein]--phosphate acyltransferase) (Phosphate-acyl-ACP acyltransferase)	plsX PGRAT_14645	329	Paenibacillus graminis	189425	K03621	phosphate acyltransferase	2.3.1.274	plsX; phosphate acyltransferase	Acyltransferase	# composizione trigliceridi
A0A089QI03	A0A089QI03	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A0A089QI03	A0A089QI03_9LACO	Aryl-alcohol dehydrogenase (EC 1.1.1.90) (NAD(P)-dependent alcohol dehydrogenase)	A8C52_03060 B6U60_08740 DB362_06795 DBP89_09025 FYL06_03250 LSJ_2035 QFE45_09750	373	Ligilactobacillus salivarius	1624	K00055	Alcohol dehydrogenase	1.1.1.90	E1.1.1.90; aryl-alcohol dehydrogenase [EC:1.1.1.90]	Alcohol dehydrogenase	# produces aromatic aldehyde (tipo paracresolo)
A0A090ISH1	A0A090ISH1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A0A090ISH1	A0A090ISH1_9GAMM	Alcohol dehydrogenase 2 (EC 1.1.1.1)	adhB AWOD_I_1181	381	Aliivibrio wodanis	80852	K13954	Alcohol dehydrogenase	1.1.1.1	yiaY; alcohol dehydrogenase [EC:1.1.1.1]	Alcohol dehydrogenase	NA
A0A099NT75	A0A099NT75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A0A099NT75	A0A099NT75_PICKU	AB hydrolase-1 domain-containing protein	C5L36_0B01590 JL09_g4827	445	Pichia kudriavzevii (Yeast) (Issatchenkia orientalis)	4909	K01052	Esterase	3.1.1.13	LIPA; lysosomal acid lipase/cholesteryl ester hydrolase [EC:3.1.1.13]	Esterase	NA
A0A0A1GSD6	A0A0A1GSD6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	0	0	2	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	1	2	2	2	2	2	2	2	1	2	2	2	2	1	1	1	1	2	2	2	2	2	2	2	1	1	1	1	1	1	1	2	1	1	2	1	2	1	1	1	1	1	1	1	2	1	1	2	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A0A0A1GSD6	A0A0A1GSD6_9LACO	Aryl-alcohol dehydrogenase	LOOC260_106200	373	Paucilactobacillus hokkaidonensis JCM 18461	1291742	K00055	Alcohol dehydrogenase	1.1.1.90	E1.1.1.90; aryl-alcohol dehydrogenase [EC:1.1.1.90]	Alcohol dehydrogenase	# produces aromatic aldehyde (tipo paracresolo)
A0A0A1GW91	A0A0A1GW91	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	2	0	0	2	2	0	1	1	1	1	0	0	1	0	0	0	1	1	0	0	0	1	1	0	0	1	1	1	0	1	1	1	0	1	0	0	0	0	1	0	1	1	0	0	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	1	0	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A0A0A1GW91	A0A0A1GW91_9LACO	Alcohol dehydrogenase	LOOC260_117590	368	Paucilactobacillus hokkaidonensis JCM 18461	1291742	K00055	Alcohol dehydrogenase	1.1.1.90	E1.1.1.90; aryl-alcohol dehydrogenase [EC:1.1.1.90]	Alcohol dehydrogenase	# produces aromatic aldehyde (tipo paracresolo)
A0A0A1GW97	A0A0A1GW97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	2	1	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	1	2	2	2	2	2	2	2	1	2	2	2	2	1	1	1	2	2	2	2	2	2	2	2	1	0	1	1	2	1	1	2	1	0	1	1	2	1	1	0	1	1	1	1	2	1	1	0	0	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A0A0A1GW97	A0A0A1GW97_9LACO	Probable alcohol dehydrogenase AdhA (EC 1.1.1.1)	adh LOOC260_107840	351	Paucilactobacillus hokkaidonensis JCM 18461	1291742	K13953	Alcohol dehydrogenase	1.1.1.1	adhP; alcohol dehydrogenase, propanol-preferring [EC:1.1.1.1]	Alcohol dehydrogenase	NA
A0A0A1GX05	A0A0A1GX05	0	0	0	0	0	0	0	0	0	1	0	0	4	2	1	0	4	1	2	4	4	2	1	1	2	3	0	1	3	0	0	0	1	1	0	0	1	2	3	2	2	2	3	1	2	3	5	4	1	3	1	1	2	0	3	2	2	3	2	2	2	2	2	2	2	2	1	2	3	1	2	2	2	3	3	2	2	3	1	1	3	3	1	2	2	2	2	3	2	1	2	1	1	1	3	3	3	1	1	1	0	2	2	1	1	0	1	1	2	2	3	2	1	1	1	1	1	2	1	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A0A0A1GX05	A0A0A1GX05_9LACO	Alcohol dehydrogenase (EC 1.1.1.1)	LOOC260_109130	338	Paucilactobacillus hokkaidonensis JCM 18461	1291742	K13953	Alcohol dehydrogenase	1.1.1.1	adhP; alcohol dehydrogenase, propanol-preferring [EC:1.1.1.1]	Alcohol dehydrogenase	NA
A0A0A1GXI1	A0A0A1GXI1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A0A0A1GXI1	A0A0A1GXI1_9LACO	Alcohol dehydrogenase	LOOC260_105940	190	Paucilactobacillus hokkaidonensis JCM 18461	1291742	K00055	Alcohol dehydrogenase	1.1.1.90	E1.1.1.90; aryl-alcohol dehydrogenase [EC:1.1.1.90]	Alcohol dehydrogenase	# produces aromatic aldehyde (tipo paracresolo)
A0A0A1GYL1	A0A0A1GYL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A0A0A1GYL1	A0A0A1GYL1_9LACO	Phosphate acyltransferase (EC 2.3.1.274) (Acyl-ACP phosphotransacylase) (Acyl-[acyl-carrier-protein]--phosphate acyltransferase) (Phosphate-acyl-ACP acyltransferase)	plsX LOOC260_110420	346	Paucilactobacillus hokkaidonensis JCM 18461	1291742	K03621	phosphate acyltransferase	2.3.1.274	plsX; phosphate acyltransferase	Acyltransferase	# composizione trigliceridi
